,fname,category
1921,Andreena Love Snare 2.wav,Snare
1922,AUNTY Snare.wav,Snare
1923,SD_FungiSeason2.wav,Snare
1924,DBD_SUPERSNARE9.wav,Snare
1925,S_s05_01_SdHkz 96_ (36).wav,Snare
1926,DBD_SNARE3.wav,Snare
1927,S_s05_01_SdHkz 96 (25).wav,Snare
1928,HAITI Hard snare.wav,Snare
1929,RIGHT BACK Trio Snare.wav,Snare
1930,SNARE - WHITE CHERRY.wav,Snare
1931,KC - Tropical Snare.wav,Snare
1932,Roll Snare.wav,Snare
1933,COMPANY Snare.wav,Snare
1934,JB - Claps & Snares (17).wav,Snare
1935,IMRICH Duo Snare 2.wav,Snare
1936,NM - Comedor (Snare).wav,Snare
1937,S_s05_01_SdHkz 96_ (61).wav,Snare
1938,YELLOW Snare Perc 2.wav,Snare
1939,IMRICH Duo Snare 3.wav,Snare
1940,Maaly Raw Snare 8.wav,Snare
1941,SD_Vibes1.wav,Snare
1942,DBD_SNARE2.wav,Snare
1943,BRING DA FIRE OUT Duo Snared.wav,Snare
1944,SNARE - SECRETS & LIES.wav,Snare
1945,Clutch Rim.wav,Snare
1946,NM - Dull Snare.wav,Snare
1947,SD_FungiSeason3.wav,Snare
1948,DBD_SUPERSNARE8.wav,Snare
1949,Ontario Snare.wav,Snare
1950,PLAY BALL Snare 4.wav,Snare
1951,NM - Game Snare.wav,Snare
1952,SD_Vibes_Filter1.wav,Snare
1953,SD_Purple2.wav,Snare
1954,Beautiful Snare_2.wav,Snare
1955,Peaces Snare.wav,Snare
1956,S_s05_01_SdHkz 96.wav,Snare
1957,snare (41).wav,Snare
1958,AUNTY Snare 2.wav,Snare
1959,S_s05_01_SdHkz 96 (48).wav,Snare
1960,MB Snare (10).wav,Snare
1961,Badu Rim.wav,Snare
1962,snare (16).wav,Snare
1963,FORVER Snare 3.wav,Snare
1964,SD_Down.wav,Snare
1965,snare (17).wav,Snare
1966,ULTRA Snare.wav,Snare
1967,Maaly Raw UnFazed Snare.wav,Snare
1968,S_s05_01_SdHkz 96 (49).wav,Snare
1969,SD_Cards1.wav,Snare
1970,KC - Upside Snare.wav,Snare
1971,MB Snare (11).wav,Snare
1972,SD_Malt3.wav,Snare
1973,JODECI Duo Snare.wav,Snare
1974,NM - Weary Snare.wav,Snare
1975,snare (40).wav,Snare
1976,Atlantic Snare.wav,Snare
1977,SNARE - COMMON.wav,Snare
1978,AUNTY Duo snare.wav,Snare
1979,SD_Shrooms2.wav,Snare
1980,DBD_SNARE6.wav,Snare
1981,SD_Lean1.wav,Snare
1982,MORAL Snare 2.wav,Snare
1983,Chinese Trio Snare.wav,Snare
1984,DRAKE Duo Snare.wav,Snare
1985,JB - Claps & Snares (16).wav,Snare
1986,S_s05_01_SdHkz 96_ (60).wav,Snare
1987,S_s05_01_SdHkz 96 (24).wav,Snare
1988,NM - Paint Snare.wav,Snare
1989,JB - Claps & Snares (41).wav,Snare
1990,SD_FungiSeason6.wav,Snare
1991,S_s05_01_SdHkz 96_ (37).wav,Snare
1992,MEALTIKET Trio snare.wav,Snare
1993,DBD_SNARE7.wav,Snare
1994,GramzSnare.wav,Snare
1995,NM - MichaelScott Snare.wav,Snare
1996,S_s05_01_SdHkz 96 (73).wav,Snare
1997,KC - Homerun Snare.wav,Snare
1998,KC - Yurp Snare.wav,Snare
1999,Snare (5).wav,Snare
2000,S_s05_01_SdHkz 96_ (21).wav,Snare
2001,S_s05_01_SdHkz 96 (65).wav,Snare
2002,SD_Malt2.wav,Snare
2003,TWIGHLIGHT Snare.wav,Snare
2004,BWB WAV R US SNARE (12).wav,Snare
2005,S_s05_01_SdHkz 96_ (76).wav,Snare
2006,JB Snare (3).wav,Snare
2007,S_s05_01_SdHkz 96 (32).wav,Snare
2008,S_s05_01_SdHkz 96 (45).wav,Snare
2009,GOING TO JAIL Trio Snare 2.wav,Snare
2010,SD_Cards2.wav,Snare
2011,RUSSIA HUSTLE snare.wav,Snare
2012,KickbackSnare.wav,Snare
2013,DROWNING Duo Snare.wav,Snare
2014,S_s05_01_SdHkz 96 (12).wav,Snare
2015,BESTIEVAHAD Snare.wav,Snare
2016,LIGHTSKIN Snare.wav,Snare
2017,S_s05_01_SdHkz 96_ (56).wav,Snare
2018,JB - Claps & Snares (20).wav,Snare
2019,BWB WAV R US SNARE (1).wav,Snare
2020,KC - Dinger Snare.wav,Snare
2021,PLAY BALL Snare bat.wav,Snare
2022,Do_Snr2.wav,Snare
2023,DBD_SNARE5.wav,Snare
2024,Andreena Love Duo snare.wav,Snare
2025,SD_Shrooms1.wav,Snare
2026,S_s05_01_SdHkz 96 (1).wav,Snare
2027,S_s05_01_SdHkz 96_ (40).wav,Snare
2028,SD_FungiSeason4.wav,Snare
2029,S_s05_01_SdHkz 96_ (3).wav,Snare
2030,SD_Lean2.wav,Snare
2031,BWB WAV R US SNARE (24).wav,Snare
2032,DROWNING quad snare.wav,Snare
2033,S_s05_01_SdHkz 96 (53).wav,Snare
2034,S_s05_01_SdHkz 96_ (17).wav,Snare
2035,PLAY BALL Quad Snare.wav,Snare
2036,DARK Snare.wav,Snare
2037,ULTRA Duo Snare 2.wav,Snare
2038,S_s05_01_SdHkz 96 (28).wav,Snare
2039,KC - Sauce Snare.wav,Snare
2040,STARTSOME Snare.wav,Snare
2041,DT - Mindless (Snare).wav,Snare
2042,Right Now Snare.wav,Snare
2043,KC - Galatin Snare.wav,Snare
2044,SD_FungiSeason5.wav,Snare
2045,MB Snare (27).wav,Snare
2046,SD_Lean3.wav,Snare
2047,DRAKENJEEZY Duo snare.wav,Snare
2048,nm - buffalo snare.wav,Snare
2049,DBD_SNARE4.wav,Snare
2050,snare (21).wav,Snare
2051,S_s05_01_SdHkz 96 (69).wav,Snare
2052,MB Snare (3).wav,Snare
2053,snare (37).wav,Snare
2054,Snare (9).wav,Snare
2055,SD_Malt1.wav,Snare
2056,PERFECT 6 Snared.wav,Snare
2057,NM - Camera Snare.wav,Snare
2058,SD_Cards3.wav,Snare
2059,LAST RESORT Duo Snare.wav,Snare
2060,GOING TO JAIL Trio Snare.wav,Snare
2061,NM - Suni Snare.wav,Snare
2062,JOHNSON Snare.wav,Snare
2063,S_s05_01_SdHkz 96 (35).wav,Snare
2064,Kolin [Snare].wav,Snare
2065,11 NIGHT Snare 2.wav,Snare
2066,CANCEL Snare 3.wav,Snare
2067,JB Snare (4).wav,Snare
2068,BWB WAV R US SNARE (15).wav,Snare
2069,S_s05_01_SdHkz 96_ (71).wav,Snare
2070,JUICE Snare 1.wav,Snare
2071,Snare 9.wav,Snare
2072,S_s05_01_SdHkz 96 (62).wav,Snare
2073,MB Snare (8).wav,Snare
2074,KEYZ snare.wav,Snare
2075,S_s05_01_SdHkz 96_ (26).wav,Snare
2076,Snare (2).wav,Snare
2077,S_s05_01_SdHkz 96 (74).wav,Snare
2078,UPALLNIGHT Snare 2.wav,Snare
2079,FORVER Duo Snare.wav,Snare
2080,JAHVON Duo Snare.wav,Snare
2081,S_s05_01_SdHkz 96_ (30).wav,Snare
2082,GAMES Snare 3.wav,Snare
2083,S_s05_01_SdHkz 96 (23).wav,Snare
2084,KARTEL Trio Snare.wav,Snare
2085,RUSSIA HUSTLE duo Snare.wav,Snare
2086,NM - Eastern Snare.wav,Snare
2087,S_s05_01_SdHkz 96_ (67).wav,Snare
2088,Maaly Raw Rim.wav,Snare
2089,nm - patch snare.wav,Snare
2090,S_s05_01_SdHkz 96 (58).wav,Snare
2091,NM - Tupper Snare.wav,Snare
2092,STARTSOME Trio Snare.wav,Snare
2093,JAHVON Snare 2.wav,Snare
2094,GAMES Snare 2.wav,Snare
2095,CLAP WIT IT Duo Snare.wav,Snare
2096,MORAL Trio Snare.wav,Snare
2097,NM - Triple Snare.wav,Snare
2098,S_s05_01_SdHkz 96_ (8).wav,Snare
2099,YELLOW DUO SNARE.wav,Snare
2100,S_s05_01_SdHkz 96 (19).wav,Snare
2101,YELLOW Snare PErc.wav,Snare
2102,Snare 8.wav,Snare
2103,snare (47).wav,Snare
2104,Gimmie Some Snare 1.wav,Snare
2105,SET IT OFF LOW Snare.wav,Snare
2106,NM - Flake Snare.wav,Snare
2107,MB Snare (16).wav,Snare
2108,TE-Snare_5.wav,Snare
2109,11 NIGHT Snare 3.wav,Snare
2110,CANCEL Snare 2.wav,Snare
2111,Snare (10).wav,Snare
2112,BWB WAV R US SNARE (19).wav,Snare
2113,11 NIGHT Snare 1.wav,Snare
2114,REPSCARED SNare 3.wav,Snare
2115,KC - Shotgun Snare.wav,Snare
2116,TE-Snare_7.wav,Snare
2117,DBD_SUPERSNARE15.wav,Snare
2118,NM - Band Snare.wav,Snare
2119,S_s05_01_SdHkz 96 (39).wav,Snare
2120,Str_Slp2.wav,Snare
2121,JUICE Snare 2.wav,Snare
2122,BONJOUR Snare.wav,Snare
2123,Accent Snare.wav,Snare
2124,Seduction Snare.wav,Snare
2125,Pull Up Remix Snare 2.wav,Snare
2126,Jazzwinder Duo Snare.wav,Snare
2127,NM - ReDecember Snare.wav,Snare
2128,MB Snare (4).wav,Snare
2129,WE Quad Snare.wav,Snare
2130,BONJOUR Trio Snare.wav,Snare
2131,KC - Titan Snare.wav,Snare
2132,JODECI Snare.wav,Snare
2133,SNARE - UPTOWN.wav,Snare
2134,MB Snare (20).wav,Snare
2135,Snare 20.wav,Snare
2136,BEAR Trio Snare.wav,Snare
2137,DRAKENJEEZY Snare Sizzle.wav,Snare
2138,FLASHING Duo Snare.wav,Snare
2139,Juri [Snare].wav,Snare
2140,Beautiful Snare.wav,Snare
2141,S_s05_01_SdHkz 96_ (10).wav,Snare
2142,nm - zo snare.wav,Snare
2143,Wayne Rim.wav,Snare
2144,S_s05_01_SdHkz 96 (54).wav,Snare
2145,ASHYKNEE Snare.wav,Snare
2146,S_s05_01_SdHkz 96_ (47).wav,Snare
2147,S_s05_01_SdHkz 96 (6).wav,Snare
2148,JAHVON Snare 1.wav,Snare
2149,GAMES Snare 1.wav,Snare
2150,BIG MON TINGS Quad Snare.wav,Snare
2151,BWB WAV R US SNARE (23).wav,Snare
2152,S_s05_01_SdHkz 96_ (4).wav,Snare
2153,BEAR Quad Snare.wav,Snare
2154,JB - Claps & Snares (31).wav,Snare
2155,KC - Bounce Snare.wav,Snare
2156,UPALLNIGHT Snare.wav,Snare
2157,S_s05_01_SdHkz 96_ (51).wav,Snare
2158,NM - Valley Snare.wav,Snare
2159,Hi Roller Snare.wav,Snare
2160,BWB WAV R US SNARE (6).wav,Snare
2161,Maaly Raw Short Snare.wav,Snare
2162,S_s05_01_SdHkz 96 (15).wav,Snare
2163,YELLOW KICK SNARE.wav,Snare
2164,Gimmie Some Snare 2.wav,Snare
2165,Tmb_Snr.wav,Snare
2166,JUICE Snare 3.wav,Snare
2167,Bik_Snr.wav,Snare
2168,DT - Props (Snare).wav,Snare
2169,DBD_SUPERSNARE14.wav,Snare
2170,Guile Snare.wav,Snare
2171,SNARE - INFLUENCE.wav,Snare
2172,TE-Snare_6.wav,Snare
2173,LIGHTSKIN Duo Snare.wav,Snare
2174,UPTOWN Duo Snare.wav,Snare
2175,REPSCARED Snare 2.wav,Snare
2176,Phn_Snr2.wav,Snare
2177,Badmon Snare.wav,Snare
2178,CANCEL Snare 1.wav,Snare
2179,S_s05_01_SdHkz 96 (42).wav,Snare
2180,11 NIGHT Snare 4.wav,Snare
2181,S_s05_01_SdHkz 96 (43).wav,Snare
2182,Pull Up Snare.wav,Snare
2183,GOING TO JAIL Snare.wav,Snare
2184,DBD_SUPERSNARE10.wav,Snare
2185,S_s05_01_SdHkz 96 (14).wav,Snare
2186,EURO Snare.wav,Snare
2187,LAST RESORT Snare 1.wav,Snare
2188,S_s05_01_SdHkz 96_ (50).wav,Snare
2189,BWB WAV R US SNARE (7).wav,Snare
2190,Pls_Snr1.wav,Snare
2191,S_s05_01_SdHkz 96_ (46).wav,Snare
2192,IM ILL Snare.wav,Snare
2193,NM - Loss Snare.wav,Snare
2194,S_s05_01_SdHkz 96 (7).wav,Snare
2195,Snare 19.wav,Snare
2196,BWB WAV R US SNARE (22).wav,Snare
2197,S_s05_01_SdHkz 96_ (5).wav,Snare
2198,JUNGLE Snare.wav,Snare
2199,TRANSFORMERS Snare.wav,Snare
2200,TE-Snare_10.wav,Snare
2201,S_s05_01_SdHkz 96 (55).wav,Snare
2202,KC - Tweeter Snare.wav,Snare
2203,SNARE - BETWEEN.wav,Snare
2204,S_s05_01_SdHkz 96_ (11).wav,Snare
2205,DIPSET Trio Snare.wav,Snare
2206,DRAKE SAMPLE Snare.wav,Snare
2207,MB Snare (21).wav,Snare
2208,NM - Oak (Snare).wav,Snare
2209,Snare 18.wav,Snare
2210,GAMES Snare 4.wav,Snare
2211,UPTOWN Snare.wav,Snare
2212,KARTEL Snare.wav,Snare
2213,PHASE Snare.wav,Snare
2214,SD_Bell.wav,Snare
2215,MB Snare (5).wav,Snare
2216,GAMES Snare QUAD.wav,Snare
2217,Gimmie Some Duo Snare.wav,Snare
2218,ULTRA Duo Snare.wav,Snare
2219,Pull Up Remix Snare.wav,Snare
2220,DBD_SUPERSNARE11.wav,Snare
2221,S_s05_01_SdHkz 96 (38).wav,Snare
2222,BWB WAV R US SNARE (18).wav,Snare
2223,CANCEL Snare 4.wav,Snare
2224,nm - accent snare.wav,Snare
2225,New_Sn1.wav,Snare
2226,NM - Dumbo Snare.wav,Snare
2227,CAPTAIN Duo Snare.wav,Snare
2228,Snare (11).wav,Snare
2229,JUICE Snare 4.wav,Snare
2230,DBD_SUPERSNARE13.wav,Snare
2231,NM - Seconds (Snare).wav,Snare
2232,MB Snare (17).wav,Snare
2233,Real Rim.wav,Snare
2234,KC - Bullseye Snare.wav,Snare
2235,LAST RESORT Snare 2.wav,Snare
2236,TOAST unused snare.wav,Snare
2237,nm - paralyze snare.wav,Snare
2238,KC - Riddim Snare.wav,Snare
2239,S_s05_01_SdHkz 96 (18).wav,Snare
2240,GAMES Snare TRIP.wav,Snare
2241,OXYGEN Snare.wav,Snare
2242,C Note Snare.wav,Snare
2243,S_s05_01_SdHkz 96_ (9).wav,Snare
2244,OVER March Snare.wav,Snare
2245,OFFENSE DISS quad snare.wav,Snare
2246,KC - Tapout Snare.wav,Snare
2247,SOCAN Snare 2.wav,Snare
2248,SOCAN Duo Snare.wav,Snare
2249,SD_Vibes_Layer.wav,Snare
2250,KC - Smoke Snare.wav,Snare
2251,S_s05_01_SdHkz 96 (59).wav,Snare
2252,JB - Claps & Snares (10).wav,Snare
2253,S_s05_01_SdHkz 96_ (66).wav,Snare
2254,ForRealSnare.wav,Snare
2255,NM - Denzel Snare.wav,Snare
2256,S_s05_01_SdHkz 96 (22).wav,Snare
2257,HOMETOWN Duo Snare.wav,Snare
2258,JAHVON Tripo Snare.wav,Snare
2259,DROWNING snare.wav,Snare
2260,S_s05_01_SdHkz 96_ (31).wav,Snare
2261,S_s05_01_SdHkz 96 (75).wav,Snare
2262,MOBBIN Snare 2.wav,Snare
2263,NM - Foray Snare.wav,Snare
2264,Snare (3).wav,Snare
2265,S_s05_01_SdHkz 96_ (27).wav,Snare
2266,SNARE - APPLE.wav,Snare
2267,S_s05_01_SdHkz 96 (63).wav,Snare
2268,CLAP WIT IT Snare.wav,Snare
2269,MB Snare (9).wav,Snare
2270,BWB WAV R US SNARE (14).wav,Snare
2271,DBD_SUPERSNARE12.wav,Snare
2272,JUICE Snare 5.wav,Snare
2273,S_s05_01_SdHkz 96_ (70).wav,Snare
2274,SNARE - BAND PRACTICE.wav,Snare
2275,S_s05_01_SdHkz 96 (34).wav,Snare
2276,JB Snare (5).wav,Snare
2277,WAPFVS Wop Wop3.wav,Vox
2278,FinalFantasy3_2.wav,Vox
2279,NM - Sig2 (Vox).wav,Vox
2280,VVE2 Vocal FX Long Reverb 34.wav,Vox
2281,WAPFVS Love Layered2.wav,Vox
2282,WAPFVS One More Time Soft1.wav,Vox
2283,VVE2 Vocal FX Long Reverb 20.wav,Vox
2284,WAPFVS Stop1.wav,Vox
2285,VVE2 Vocal FX Long Reverb 08.wav,Vox
2286,VVE2 Vocal Words 160.wav,Vox
2287,VVE2 Vocal Shots 144.wav,Vox
2288,VVE2 Vocal Shots 150.wav,Vox
2289,WAPFVS Dance With Me Layered.wav,Vox
2290,VVE2 Vocal FX 125.wav,Vox
2291,VVE2 Vocal Shots 178.wav,Vox
2292,WAPFVS 3 2 1 Drop1.wav,Vox
2293,VVE2 Vocal Words 148.wav,Vox
2294,VVE2 Vocal FX 119.wav,Vox
2295,VVE2 Vocal Shots 187.wav,Vox
2296,VVE2 Vocal Shots 193.wav,Vox
2297,WAPFVS Here We Go Middle2.wav,Vox
2298,VVE2 Vocal FX 045.wav,Vox
2299,VVE2 Vocal Words 014.wav,Vox
2300,VVE2 Vocal Shots 030.wav,Vox
2301,VVE2 Vocal Shots 024.wav,Vox
2302,VVE2 Vocal FX 051.wav,Vox
2303,VVE2 Vocal FX 079.wav,Vox
2304,VVE2 Vocal Words 028.wav,Vox
2305,Dragged sample_4109 - Part_3.wav,Vox
2306,VVE2 Vocal Shots 018.wav,Vox
2307,VVE2 Vocal FX 086.wav,Vox
2308,WAPFVS Love Soft3.wav,Vox
2309,VVE2 Vocal FX 092.wav,Vox
2310,VVE2 Vocal Shots 232.wav,Vox
2311,VVE2 Vocal Shots 226.wav,Vox
2312,BWB WAV R US VOX (7).wav,Vox
2313,VVE2 Vocal Phrases 002.wav,Vox
2314,VVE2 Vocal Phrases 016.wav,Vox
2315,TE-Vocal_6.wav,Vox
2316,VVE2 Vocal Phrases 017.wav,Vox
2317,TE-Vocal_7.wav,Vox
2318,VVE2 Vocal Phrases 003.wav,Vox
2319,VVE2 Vocal Shots 227.wav,Vox
2320,Canadian Goose Moan.wav,Vox
2321,Joker [Chant].wav,Vox
2322,Lobo [Chant].wav,Vox
2323,VVE2 Vocal Shots 233.wav,Vox
2324,VVE2 Vocal FX 093.wav,Vox
2325,VVE2 Vocal FX 087.wav,Vox
2326,WAPFVS Love Soft2.wav,Vox
2327,Dragged sample_4109 - Part_2.wav,Vox
2328,VVE2 Vocal Shots 019.wav,Vox
2329,NM - (Vox) Chipmunks.wav,Vox
2330,VVE2 Vocal Words 029.wav,Vox
2331,VVE2 Vocal FX 078.wav,Vox
2332,VVE2 Vocal Words 001.wav,Vox
2333,VVE2 Vocal FX 050.wav,Vox
2334,VVE2 Vocal Shots 025.wav,Vox
2335,VVE2 Vocal Shots 031.wav,Vox
2336,VVE2 Vocal Words 015.wav,Vox
2337,VVE2 Vocal FX 044.wav,Vox
2338,MB Vox (4).wav,Vox
2339,WAPFVS Here We Go Middle3.wav,Vox
2340,VVE2 Vocal Shots 192.wav,Vox
2341,VVE2 Vocal Shots 186.wav,Vox
2342,Chant (2).wav,Vox
2343,VVE2 Vocal FX 118.wav,Vox
2344,VVE2 Vocal Words 149.wav,Vox
2345,VVE2 Vocal Shots 179.wav,Vox
2346,VVE2 Vocal FX 124.wav,Vox
2347,VVE2 Vocal Shots 151.wav,Vox
2348,VVE2 Vocal Shots 145.wav,Vox
2349,VVE2 Vocal FX 130.wav,Vox
2350,VVE2 Vocal Words 161.wav,Vox
2351,VVE2 Vocal FX Long Reverb 09.wav,Vox
2352,VVE2 Vocal FX Long Reverb 21.wav,Vox
2353,KC - Why.wav,Vox
2354,VVE2 Vocal FX Long Reverb 35.wav,Vox
2355,Robert_Sing.melo_2.wav,Vox
2356,WAPFVS Wop Wop2.wav,Vox
2357,WAPFVS One More Time Soft2.wav,Vox
2358,VVE2 Vocal FX Long Reverb 23.wav,Vox
2359,VVE2 Vocal FX Long Reverb 37.wav,Vox
2360,WAPFVS Love Layered1.wav,Vox
2361,WAPFVS Stop2.wav,Vox
2362,VVE2 Vocal Shots 153.wav,Vox
2363,VVE2 Vocal FX 126.wav,Vox
2364,VVE2 Vocal Words 163.wav,Vox
2365,VVE2 Vocal Shots 147.wav,Vox
2366,WAPFVS 3 2 1 Drop2.wav,Vox
2367,Cpt Cold [Chant].wav,Vox
2368,VVE2 Vocal Shots 190.wav,Vox
2369,WAPFVS Pump it Up Hard.wav,Vox
2370,VVE2 Vocal Shots 184.wav,Vox
2371,BWB WAV R US VOX (10).wav,Vox
2372,WAPFVS Here We Go Middle1.wav,Vox
2373,VVE2 Vocal Shots 027.wav,Vox
2374,VVE2 Vocal FX 052.wav,Vox
2375,VVE2 Vocal Words 003.wav,Vox
2376,OtherMan2_2.wav,Vox
2377,VVE2 Vocal FX 046.wav,Vox
2378,NM - (Vox) FellDownTheWell.wav,Vox
2379,VVE2 Vocal Words 017.wav,Vox
2380,VVE2 Vocal Shots 033.wav,Vox
2381,VVE2 Vocal FX 091.wav,Vox
2382,VVE2 Vocal FX 085.wav,Vox
2383,VVE2 Vocal Shots 225.wav,Vox
2384,VVE2 Vocal Shots 231.wav,Vox
2385,VVE2 Vocal Shots 219.wav,Vox
2386,VVE2 Vocal Phrases 029.wav,Vox
2387,TE-Vocal_5.wav,Vox
2388,VVE2 Vocal Phrases 015.wav,Vox
2389,VVE2 Vocal Phrases 001.wav,Vox
2390,MB Vox (16).wav,Vox
2391,TE-Vocal_4.wav,Vox
2392,VVE2 Vocal Phrases 014.wav,Vox
2393,VVE2 Vocal Phrases 028.wav,Vox
2394,Woah.wav,Vox
2395,VVE2 Vocal Shots 218.wav,Vox
2396,VVE2 Vocal Shots 230.wav,Vox
2397,VVE2 Vocal Shots 224.wav,Vox
2398,Juiceman Aye.wav,Vox
2399,VVE2 Vocal FX 084.wav,Vox
2400,VVE2 Vocal FX 090.wav,Vox
2401,Dragged sample_4109 - Part_1.wav,Vox
2402,VVE2 Vocal Shots 032.wav,Vox
2403,VVE2 Vocal Words 016.wav,Vox
2404,VVE2 Vocal FX 047.wav,Vox
2405,VVE2 Vocal Words 002.wav,Vox
2406,VVE2 Vocal FX 053.wav,Vox
2407,VVE2 Vocal Shots 026.wav,Vox
2408,VVE2 Vocal Shots 185.wav,Vox
2409,VVE2 Vocal Shots 191.wav,Vox
2410,WAPFVS 3 2 1 Drop3.wav,Vox
2411,MB Vox (8).wav,Vox
2412,VVE2 Vocal Shots 146.wav,Vox
2413,VVE2 Vocal Words 162.wav,Vox
2414,BeatDrop_ACC - Part_2.wav,Vox
2415,VVE2 Vocal FX 127.wav,Vox
2416,VVE2 Vocal Shots 152.wav,Vox
2417,VVE2 Vocal FX Long Reverb 36.wav,Vox
2418,VVE2 Vocal FX Long Reverb 22.wav,Vox
2419,WAPFVS Wop Wop1.wav,Vox
2420,Zaytoven Chant.wav,Vox
2421,WAPFVS Wop Wop5.wav,Vox
2422,VVE2 Vocal FX Long Reverb 26.wav,Vox
2423,VVE2 Vocal FX Long Reverb 32.wav,Vox
2424,MB Vox (9).wav,Vox
2425,VOX - HIGH WOES.wav,Vox
2426,VVE2 Vocal Shots 156.wav,Vox
2427,VVE2 Vocal FX 123.wav,Vox
2428,VVE2 Vocal Shots 142.wav,Vox
2429,VVE2 Vocal Shots 195.wav,Vox
2430,VVE2 Vocal Shots 181.wav,Vox
2431,swag2.wav,Vox
2432,WAPFVS Energy1.wav,Vox
2433,VVE2 Vocal Shots 022.wav,Vox
2434,VVE2 Vocal FX 057.wav,Vox
2435,VVE2 Vocal Words 006.wav,Vox
2436,VVE2 Vocal FX 043.wav,Vox
2437,WAPFVS What.wav,Vox
2438,VVE2 Vocal Words 012.wav,Vox
2439,VVE2 Vocal Shots 036.wav,Vox
2440,VVE2 Vocal FX 094.wav,Vox
2441,VVE2 Vocal FX 080.wav,Vox
2442,VOX - YU.wav,Vox
2443,VVE2 Vocal Shots 208.wav,Vox
2444,VVE2 Vocal Shots 220.wav,Vox
2445,VVE2 Vocal Shots 234.wav,Vox
2446,VVE2 Vocal Phrases 010.wav,Vox
2447,MB Vox (17).wav,Vox
2448,VVE2 Vocal Phrases 004.wav,Vox
2449,VVE2 Vocal Phrases 038.wav,Vox
2450,VVE2 Vocal Phrases 039.wav,Vox
2451,VVE2 Vocal Phrases 005.wav,Vox
2452,VVE2 Vocal Phrases 011.wav,Vox
2453,TE-Vocal_1.wav,Vox
2454,VVE2 Vocal Shots 235.wav,Vox
2455,VVE2 Vocal Shots 221.wav,Vox
2456,VVE2 Vocal Shots 209.wav,Vox
2457,VVE2 Vocal FX 081.wav,Vox
2458,VVE2 Vocal FX 095.wav,Vox
2459,KC - Phantom.wav,Vox
2460,VVE2 Vocal Shots 037.wav,Vox
2461,VVE2 Vocal Words 013.wav,Vox
2462,VVE2 Vocal FX 042.wav,Vox
2463,VVE2 Vocal Words 007.wav,Vox
2464,VVE2 Vocal FX 056.wav,Vox
2465,VVE2 Vocal Shots 023.wav,Vox
2466,Darkseid [Chant].wav,Vox
2467,VVE2 Vocal Shots 180.wav,Vox
2468,NM - ReUsed Vox.wav,Vox
2469,VVE2 Vocal Shots 194.wav,Vox
2470,NM - (Vox) No.wav,Vox
2471,BWB WAV R US VOX (11).wav,Vox
2472,VVE2 Vocal Shots 143.wav,Vox
2473,WAPFVS Wop Wop.wav,Vox
2474,VVE2 Vocal FX 122.wav,Vox
2475,VVE2 Vocal Shots 157.wav,Vox
2476,VVE2 Vocal FX Long Reverb 33.wav,Vox
2477,VVE2 Vocal FX Long Reverb 27.wav,Vox
2478,WAPFVS Wop Wop4.wav,Vox
2479,Maaly Raw Laugh.wav,Vox
2480,VVE2 Vocal FX Long Reverb 19.wav,Vox
2481,VVE2 Vocal FX Long Reverb 31.wav,Vox
2482,VVE2 Vocal FX Long Reverb 25.wav,Vox
2483,VVE2 Vocal Words 159.wav,Vox
2484,VVE2 Vocal FX 108.wav,Vox
2485,VVE2 Vocal Shots 169.wav,Vox
2486,VVE2 Vocal Shots 141.wav,Vox
2487,Lovesomeoneletitgo4 - 2019-Sep-09_14.wav,Vox
2488,VVE2 Vocal Shots 155.wav,Vox
2489,VVE2 Vocal FX 120.wav,Vox
2490,NM - Faulty (Vox).wav,Vox
2491,MB Vox (5).wav,Vox
2492,VVE2 Vocal Shots 182.wav,Vox
2493,Chant (3).wav,Vox
2494,VVE2 Vocal Shots 196.wav,Vox
2495,WAPFVS Energy2.wav,Vox
2496,VVE2 Vocal Shots 009.wav,Vox
2497,VVE2 Vocal FX 068.wav,Vox
2498,VVE2 Vocal Words 039.wav,Vox
2499,VVE2 Vocal FX 040.wav,Vox
2500,VVE2 Vocal Words 011.wav,Vox
2501,VVE2 Vocal Shots 035.wav,Vox
2502,VVE2 Vocal Shots 021.wav,Vox
2503,VVE2 Vocal FX 054.wav,Vox
2504,VVE2 Vocal Words 005.wav,Vox
2505,VVE2 Vocal FX 083.wav,Vox
2506,VVE2 Vocal FX 097.wav,Vox
2507,VVE2 Vocal Shots 237.wav,Vox
2508,WAPFVS Here We Go Middle.wav,Vox
2509,VVE2 Vocal Shots 223.wav,Vox
2510,VVE2 Vocal Phrases 007.wav,Vox
2511,WAPFVS Here We Go Layered.wav,Vox
2512,TE-Vocal_3.wav,Vox
2513,VVE2 Vocal Phrases 013.wav,Vox
2514,Choir - Ahh.wav,Vox
2515,TE-Vocal_2.wav,Vox
2516,VVE2 Vocal Phrases 012.wav,Vox
2517,VVE2 Vocal Phrases 006.wav,Vox
2518,VVE2 Vocal Shots 222.wav,Vox
2519,VVE2 Vocal Shots 236.wav,Vox
2520,NM - Dow Vox.wav,Vox
2521,BWB WAV R US VOX (6).wav,Vox
2522,VVE2 Vocal FX 096.wav,Vox
2523,Vocal - Who's Bad.wav,Vox
2524,VOX - PABLO.wav,Vox
2525,VVE2 Vocal FX 082.wav,Vox
2526,VVE2 Vocal Words 004.wav,Vox
2527,VVE2 Vocal FX 055.wav,Vox
2528,VVE2 Vocal Shots 020.wav,Vox
